Time,Latitude,,Longitude,
234204,4202.124,N,7141.7921,W
234205,4202.124,N,7141.7921,W
234206,4202.124,N,7141.7921,W
234207,4202.124,N,7141.7921,W
234208,4202.124,N,7141.7921,W
234209,4202.124,N,7141.7921,W
234210,4202.124,N,7141.7921,W
234211,4202.124,N,7141.7921,W
234212,4202.124,N,7141.7921,W
234213,4202.124,N,7141.7921,W
234214,4202.124,N,7141.7921,W
234215,4202.124,N,7141.7921,W
234216,4202.124,N,7141.7921,W
234217,4202.124,N,7141.7921,W
234218,4202.124,N,7141.7921,W
234219,4202.1239,N,7141.7921,W
234220,4202.1239,N,7141.7921,W
234221,4202.1239,N,7141.7921,W
234222,4202.1239,N,7141.7921,W
234223,4202.1239,N,7141.7921,W
234224,4202.1239,N,7141.7921,W
234225,4202.1239,N,7141.7921,W
234226,4202.1239,N,7141.7921,W
234227,4202.1239,N,7141.7921,W
234228,4202.1239,N,7141.7921,W
234229,4202.1239,N,7141.7921,W
234230,4202.1239,N,7141.7921,W
234231,4202.1239,N,7141.7921,W
234232,4202.1239,N,7141.7921,W
234233,4202.1239,N,7141.7921,W
234234,4202.1239,N,7141.7921,W
234235,4202.1239,N,7141.7921,W
234236,4202.1239,N,7141.7921,W
234237,4202.1239,N,7141.7921,W
234238,4202.1239,N,7141.7921,W
234239,4202.1239,N,7141.7921,W
234240,4202.1239,N,7141.7921,W
234241,4202.1239,N,7141.7921,W
234242,4202.1239,N,7141.7921,W
234243,4202.1239,N,7141.7921,W
234244,4202.1239,N,7141.7921,W
234245,4202.1239,N,7141.7921,W
234246,4202.1239,N,7141.7921,W
234247,4202.1239,N,7141.7921,W
234248,4202.1239,N,7141.7921,W
234249,4202.1239,N,7141.7921,W
234250,4202.1239,N,7141.7921,W
234251,4202.1239,N,7141.7921,W
234252,4202.1239,N,7141.7921,W
234253,4202.1239,N,7141.7921,W
234254,4202.1239,N,7141.7921,W
234255,4202.1239,N,7141.7921,W
234256,4202.1239,N,7141.7921,W
234257,4202.1239,N,7141.7921,W
234258,4202.1239,N,7141.7921,W
234259,4202.1239,N,7141.7921,W
234300,4202.1239,N,7141.7921,W
234301,4202.1239,N,7141.7921,W
234302,4202.1239,N,7141.7921,W
234303,4202.1239,N,7141.7921,W
234304,4202.1239,N,7141.7921,W
234305,4202.1239,N,7141.7921,W
234306,4202.1239,N,7141.7921,W
234307,4202.1239,N,7141.7921,W
234308,4202.1239,N,7141.7921,W
234309,4202.1239,N,7141.7921,W
234310,4202.1239,N,7141.7921,W
234311,4202.1239,N,7141.7921,W
234312,4202.1239,N,7141.7921,W
234313,4202.1239,N,7141.7921,W
234314,4202.1239,N,7141.7921,W
234315,4202.1239,N,7141.7921,W
234316,4202.1239,N,7141.7921,W
234317,4202.1239,N,7141.7921,W
234318,4202.1239,N,7141.7921,W
234319,4202.1239,N,7141.7921,W
234320,4202.1239,N,7141.7921,W
234321,4202.1239,N,7141.7921,W
234322,4202.1239,N,7141.7921,W
234323,4202.1239,N,7141.7921,W
234324,4202.1239,N,7141.7921,W
234325,4202.1239,N,7141.7921,W
234326,4202.1239,N,7141.7921,W
234327,4202.1239,N,7141.7921,W
234328,4202.1239,N,7141.792,W
234329,4202.1239,N,7141.792,W
234330,4202.1239,N,7141.792,W
234331,4202.1239,N,7141.792,W
234332,4202.1239,N,7141.792,W
234333,4202.1239,N,7141.792,W
234334,4202.1239,N,7141.792,W
234335,4202.1239,N,7141.792,W
234336,4202.1239,N,7141.792,W
234337,4202.1239,N,7141.792,W
234338,4202.1239,N,7141.792,W
234339,4202.1239,N,7141.792,W
234340,4202.1239,N,7141.792,W
234341,4202.1239,N,7141.792,W
234342,4202.1239,N,7141.792,W
234343,4202.1239,N,7141.792,W
234344,4202.1239,N,7141.792,W
234345,4202.1239,N,7141.792,W
234346,4202.1239,N,7141.792,W
234347,4202.1239,N,7141.792,W
234348,4202.1239,N,7141.792,W
234349,4202.1238,N,7141.792,W
234350,4202.1238,N,7141.792,W
234351,4202.1238,N,7141.792,W
234352,4202.1238,N,7141.792,W
234353,4202.1238,N,7141.792,W
234354,4202.1238,N,7141.792,W
234355,4202.1238,N,7141.792,W
234356,4202.1238,N,7141.792,W
234357,4202.1238,N,7141.792,W
234358,4202.1238,N,7141.792,W
234359,4202.1238,N,7141.792,W
234400,4202.1238,N,7141.792,W
234401,4202.1238,N,7141.792,W
234402,4202.1238,N,7141.792,W
234403,4202.1238,N,7141.792,W
234404,4202.1238,N,7141.792,W
234405,4202.1238,N,7141.792,W
234406,4202.1238,N,7141.792,W
234407,4202.1238,N,7141.792,W
234408,4202.1238,N,7141.792,W
234409,4202.1238,N,7141.792,W
234410,4202.1238,N,7141.792,W
234411,4202.1238,N,7141.792,W
234412,4202.1238,N,7141.792,W
234413,4202.1238,N,7141.792,W
234414,4202.1238,N,7141.792,W
234415,4202.1238,N,7141.792,W
234416,4202.1238,N,7141.792,W
234417,4202.1238,N,7141.792,W
234418,4202.1238,N,7141.792,W
234419,4202.1238,N,7141.792,W
234420,4202.1238,N,7141.792,W
234421,4202.1238,N,7141.792,W
234422,4202.1238,N,7141.792,W
234423,4202.1238,N,7141.792,W
234424,4202.1238,N,7141.792,W
234425,4202.1238,N,7141.792,W
234426,4202.1238,N,7141.792,W
234427,4202.1238,N,7141.792,W
234428,4202.1238,N,7141.792,W
234429,4202.1238,N,7141.792,W
234430,4202.1238,N,7141.792,W
234431,4202.1238,N,7141.792,W
234432,4202.1238,N,7141.792,W
234433,4202.1238,N,7141.792,W
234434,4202.1238,N,7141.792,W
234435,4202.1238,N,7141.792,W
234436,4202.1238,N,7141.792,W
234437,4202.1238,N,7141.792,W
234438,4202.1238,N,7141.792,W
234439,4202.1238,N,7141.792,W
234440,4202.1238,N,7141.792,W
234441,4202.1238,N,7141.792,W
234442,4202.1238,N,7141.792,W
234443,4202.1238,N,7141.792,W
234444,4202.1238,N,7141.792,W
234445,4202.1238,N,7141.792,W
234446,4202.1238,N,7141.792,W
234447,4202.1238,N,7141.792,W
234448,4202.1238,N,7141.792,W
234449,4202.1238,N,7141.792,W
234450,4202.1238,N,7141.792,W
234451,4202.1238,N,7141.792,W
234452,4202.1238,N,7141.792,W
234453,4202.1238,N,7141.792,W
234454,4202.1238,N,7141.792,W
234455,4202.1238,N,7141.792,W
234456,4202.1238,N,7141.792,W
234457,4202.1238,N,7141.792,W
234458,4202.1238,N,7141.792,W
234459,4202.1238,N,7141.792,W
234500,4202.1238,N,7141.792,W
234501,4202.1238,N,7141.792,W
234502,4202.1238,N,7141.792,W
234503,4202.1238,N,7141.792,W
234504,4202.1238,N,7141.792,W
234505,4202.1238,N,7141.792,W
234506,4202.1238,N,7141.792,W
234507,4202.1238,N,7141.792,W
234508,4202.1238,N,7141.792,W
234509,4202.1238,N,7141.792,W
234510,4202.1238,N,7141.792,W
234511,4202.1237,N,7141.792,W
234512,4202.1237,N,7141.792,W
234513,4202.1237,N,7141.792,W
234514,4202.1237,N,7141.792,W
234515,4202.1237,N,7141.792,W
234516,4202.1237,N,7141.792,W
234517,4202.1237,N,7141.792,W
234518,4202.1237,N,7141.792,W
234519,4202.1237,N,7141.792,W
234520,4202.1237,N,7141.792,W
234521,4202.1237,N,7141.792,W
234522,4202.1237,N,7141.792,W
234523,4202.1237,N,7141.792,W
234524,4202.1237,N,7141.792,W
234525,4202.1237,N,7141.792,W
234526,4202.1237,N,7141.792,W
234527,4202.1237,N,7141.792,W
234528,4202.1237,N,7141.792,W
234529,4202.1237,N,7141.792,W
234530,4202.1237,N,7141.792,W
234531,4202.1237,N,7141.792,W
234532,4202.1237,N,7141.792,W
234533,4202.1237,N,7141.792,W
234534,4202.1237,N,7141.792,W
234535,4202.1237,N,7141.792,W
234536,4202.1237,N,7141.792,W
234537,4202.1237,N,7141.792,W
234538,4202.1237,N,7141.792,W
234539,4202.1237,N,7141.792,W
234540,4202.1237,N,7141.792,W
234541,4202.1237,N,7141.792,W
234542,4202.1237,N,7141.792,W
234543,4202.1237,N,7141.792,W
234544,4202.1237,N,7141.792,W
234545,4202.1237,N,7141.792,W
234546,4202.1237,N,7141.792,W
234547,4202.1237,N,7141.792,W
234548,4202.1237,N,7141.792,W
234549,4202.1237,N,7141.792,W
234550,4202.1237,N,7141.792,W
234551,4202.1237,N,7141.792,W
234552,4202.1237,N,7141.792,W
234553,4202.1237,N,7141.792,W
234554,4202.1237,N,7141.792,W
234555,4202.1237,N,7141.792,W
234556,4202.1237,N,7141.792,W
234557,4202.1237,N,7141.792,W
234558,4202.1237,N,7141.792,W
234559,4202.1237,N,7141.792,W
234600,4202.1237,N,7141.792,W
234601,4202.1237,N,7141.792,W
234602,4202.1237,N,7141.792,W
234603,4202.1237,N,7141.792,W
234604,4202.1237,N,7141.792,W
234605,4202.1237,N,7141.792,W
234606,4202.1237,N,7141.792,W
234607,4202.1237,N,7141.792,W
234608,4202.1237,N,7141.792,W
234609,4202.1237,N,7141.792,W
234610,4202.1237,N,7141.792,W
234611,4202.1237,N,7141.792,W
234612,4202.1237,N,7141.7919,W
234613,4202.1237,N,7141.7919,W
234614,4202.1237,N,7141.7919,W
234615,4202.1237,N,7141.792,W
234616,4202.1237,N,7141.792,W
234617,4202.1237,N,7141.792,W
234618,4202.1237,N,7141.792,W
234619,4202.1237,N,7141.792,W
234620,4202.1237,N,7141.792,W
234621,4202.1237,N,7141.792,W
234622,4202.1237,N,7141.792,W
234623,4202.1237,N,7141.792,W
234624,4202.1237,N,7141.792,W
234625,4202.1237,N,7141.7919,W
234626,4202.1237,N,7141.7919,W
234627,4202.1237,N,7141.7919,W
234628,4202.1237,N,7141.7919,W
234629,4202.1237,N,7141.7919,W
234630,4202.1237,N,7141.7919,W
234631,4202.1237,N,7141.7919,W
234632,4202.1237,N,7141.7919,W
234633,4202.1237,N,7141.7919,W
234634,4202.1237,N,7141.7919,W
234635,4202.1237,N,7141.7919,W
234636,4202.1237,N,7141.7919,W
234637,4202.1237,N,7141.7919,W
234638,4202.1237,N,7141.7919,W
234639,4202.1237,N,7141.7919,W
234640,4202.1237,N,7141.7919,W
234641,4202.1237,N,7141.7919,W
234642,4202.1237,N,7141.7919,W
234643,4202.1237,N,7141.7919,W
234644,4202.1237,N,7141.7919,W
234645,4202.1237,N,7141.7919,W
234646,4202.1237,N,7141.7919,W
234647,4202.1237,N,7141.7919,W
234648,4202.1237,N,7141.7919,W
234649,4202.1236,N,7141.7919,W
234650,4202.1236,N,7141.7919,W
234651,4202.1236,N,7141.7919,W
234652,4202.1236,N,7141.7919,W
234653,4202.1236,N,7141.7919,W
234654,4202.1236,N,7141.7919,W
234655,4202.1236,N,7141.7919,W
234656,4202.1236,N,7141.7919,W
234657,4202.1236,N,7141.7919,W
234658,4202.1236,N,7141.7919,W
234659,4202.1236,N,7141.7919,W
234700,4202.1236,N,7141.7919,W
234701,4202.1236,N,7141.7919,W
234702,4202.1236,N,7141.7919,W
234703,4202.1236,N,7141.7919,W
234704,4202.1236,N,7141.7919,W
234705,4202.1236,N,7141.7919,W
234706,4202.1236,N,7141.7919,W
234707,4202.1236,N,7141.7919,W
234708,4202.1236,N,7141.7919,W
234709,4202.1236,N,7141.7919,W
234710,4202.1236,N,7141.7919,W
234711,4202.1236,N,7141.7919,W
234712,4202.1236,N,7141.7919,W
234713,4202.1236,N,7141.7919,W
234714,4202.1236,N,7141.7919,W
234715,4202.1236,N,7141.7919,W
234716,4202.1236,N,7141.7919,W
234717,4202.1236,N,7141.7919,W
234718,4202.1236,N,7141.7919,W
234719,4202.1236,N,7141.7919,W
234720,4202.1236,N,7141.7919,W
234721,4202.1236,N,7141.7919,W
234722,4202.1236,N,7141.7919,W
234723,4202.1236,N,7141.7919,W
234724,4202.1236,N,7141.7919,W
234725,4202.1236,N,7141.7919,W
234726,4202.1236,N,7141.7919,W
234727,4202.1236,N,7141.7919,W
234728,4202.1236,N,7141.7919,W
234729,4202.1236,N,7141.7919,W
234730,4202.1236,N,7141.7919,W
234731,4202.1236,N,7141.7919,W
234732,4202.1236,N,7141.7919,W
234733,4202.1236,N,7141.7919,W
234734,4202.1236,N,7141.7919,W
234735,4202.1236,N,7141.7919,W
234736,4202.1236,N,7141.7919,W
234737,4202.1236,N,7141.7919,W
234738,4202.1236,N,7141.7919,W
234739,4202.1236,N,7141.7919,W
234740,4202.1236,N,7141.7919,W
234741,4202.1236,N,7141.7919,W
234742,4202.1236,N,7141.7919,W
234743,4202.1236,N,7141.7919,W
234744,4202.1236,N,7141.7919,W
234745,4202.1236,N,7141.7919,W
234746,4202.1236,N,7141.7919,W
234747,4202.1236,N,7141.7919,W
234748,4202.1236,N,7141.7919,W
234749,4202.1236,N,7141.7919,W
234750,4202.1236,N,7141.7919,W
234751,4202.1236,N,7141.7919,W
234752,4202.1236,N,7141.7919,W
234753,4202.1236,N,7141.7919,W
234754,4202.1236,N,7141.7919,W
234755,4202.1236,N,7141.7919,W
234756,4202.1236,N,7141.7919,W
234757,4202.1236,N,7141.7919,W
234758,4202.1236,N,7141.7919,W
234759,4202.1236,N,7141.7919,W
234800,4202.1236,N,7141.7919,W
234801,4202.1236,N,7141.7919,W
234802,4202.1236,N,7141.7919,W
234803,4202.1236,N,7141.7919,W
234804,4202.1236,N,7141.7919,W
234805,4202.1236,N,7141.7919,W
234806,4202.1236,N,7141.7919,W
234807,4202.1236,N,7141.7919,W
234808,4202.1236,N,7141.7919,W
234809,4202.1236,N,7141.7919,W
234810,4202.1236,N,7141.7919,W
234811,4202.1236,N,7141.7919,W
234812,4202.1236,N,7141.7919,W
234813,4202.1236,N,7141.7919,W
234814,4202.1236,N,7141.7919,W
234815,4202.1236,N,7141.7919,W
234816,4202.1236,N,7141.7919,W
234817,4202.1236,N,7141.7919,W
234818,4202.1236,N,7141.7919,W
234819,4202.1236,N,7141.7919,W
234820,4202.1236,N,7141.7919,W
234821,4202.1236,N,7141.7919,W
234822,4202.1236,N,7141.7919,W
234823,4202.1236,N,7141.7919,W
234824,4202.1236,N,7141.7919,W
234825,4202.1236,N,7141.7919,W
234826,4202.1236,N,7141.7919,W
234827,4202.1236,N,7141.7919,W
234828,4202.1236,N,7141.7919,W
234829,4202.1236,N,7141.7919,W
234830,4202.1236,N,7141.7919,W
234831,4202.1236,N,7141.7919,W
234832,4202.1236,N,7141.7919,W
234833,4202.1236,N,7141.7919,W
234834,4202.1236,N,7141.7919,W
234835,4202.1236,N,7141.7919,W
234836,4202.1236,N,7141.7919,W
234837,4202.1236,N,7141.7919,W
234838,4202.1236,N,7141.7919,W
234839,4202.1236,N,7141.7919,W
234840,4202.1236,N,7141.7919,W
234841,4202.1236,N,7141.7919,W
234842,4202.1236,N,7141.7919,W
234843,4202.1236,N,7141.7919,W
234844,4202.1236,N,7141.7919,W
234845,4202.1236,N,7141.7919,W
234846,4202.1236,N,7141.7919,W
234847,4202.1236,N,7141.7919,W
234848,4202.1236,N,7141.7919,W
234849,4202.1236,N,7141.7919,W
234850,4202.1236,N,7141.7919,W
234851,4202.1236,N,7141.7919,W
234852,4202.1236,N,7141.7919,W
234853,4202.1236,N,7141.7919,W
234854,4202.1236,N,7141.7919,W
234855,4202.1236,N,7141.7919,W
234856,4202.1236,N,7141.7919,W
234857,4202.1236,N,7141.7919,W
234858,4202.1236,N,7141.7919,W
234859,4202.1236,N,7141.7919,W
234900,4202.1236,N,7141.7919,W
234901,4202.1236,N,7141.7919,W
234902,4202.1236,N,7141.7919,W
234903,4202.1235,N,7141.7919,W
234904,4202.1235,N,7141.7919,W
234905,4202.1235,N,7141.7919,W
234906,4202.1235,N,7141.7919,W
234907,4202.1235,N,7141.7919,W
234908,4202.1235,N,7141.7919,W
234909,4202.1235,N,7141.7919,W
234910,4202.1235,N,7141.7919,W
234911,4202.1235,N,7141.7918,W
234912,4202.1235,N,7141.7918,W
234913,4202.1235,N,7141.7918,W
234914,4202.1235,N,7141.7918,W
234915,4202.1235,N,7141.7918,W
234916,4202.1235,N,7141.7918,W
234917,4202.1235,N,7141.7918,W
234918,4202.1235,N,7141.7918,W
234919,4202.1235,N,7141.7918,W
234920,4202.1235,N,7141.7918,W
234921,4202.1235,N,7141.7918,W
234922,4202.1235,N,7141.7918,W
234923,4202.1235,N,7141.7918,W
234924,4202.1235,N,7141.7918,W
234925,4202.1235,N,7141.7918,W
234926,4202.1235,N,7141.7918,W
234927,4202.1235,N,7141.7918,W
234928,4202.1235,N,7141.7918,W
234929,4202.1235,N,7141.7918,W
234930,4202.1235,N,7141.7918,W
234931,4202.1235,N,7141.7918,W
234932,4202.1235,N,7141.7918,W
234933,4202.1235,N,7141.7918,W
234934,4202.1235,N,7141.7918,W
234935,4202.1235,N,7141.7918,W
234936,4202.1235,N,7141.7918,W
234937,4202.1235,N,7141.7918,W
234938,4202.1235,N,7141.7918,W
234939,4202.1235,N,7141.7918,W
234940,4202.1235,N,7141.7918,W
234941,4202.1235,N,7141.7918,W
234942,4202.1235,N,7141.7918,W
234943,4202.1235,N,7141.7918,W
234944,4202.1235,N,7141.7918,W
234945,4202.1235,N,7141.7918,W
234946,4202.1235,N,7141.7918,W
234947,4202.1235,N,7141.7918,W
234948,4202.1235,N,7141.7918,W
234949,4202.1235,N,7141.7918,W
234950,4202.1235,N,7141.7918,W
234951,4202.1235,N,7141.7918,W
234952,4202.1235,N,7141.7918,W
234953,4202.1235,N,7141.7918,W
234954,4202.1235,N,7141.7918,W
234955,4202.1235,N,7141.7918,W
234956,4202.1235,N,7141.7918,W
234957,4202.1235,N,7141.7918,W
234958,4202.1235,N,7141.7918,W
234959,4202.1235,N,7141.7918,W
235000,4202.1235,N,7141.7918,W
235001,4202.1235,N,7141.7918,W
235002,4202.1235,N,7141.7918,W
235003,4202.1235,N,7141.7918,W
235004,4202.1235,N,7141.7918,W
235005,4202.1235,N,7141.7918,W
235006,4202.1235,N,7141.7918,W
235007,4202.1235,N,7141.7918,W
235008,4202.1235,N,7141.7918,W
235009,4202.1235,N,7141.7918,W
235010,4202.1235,N,7141.7918,W
235011,4202.1235,N,7141.7918,W
235012,4202.1235,N,7141.7918,W
235013,4202.1235,N,7141.7918,W
235014,4202.1235,N,7141.7918,W
235015,4202.1235,N,7141.7918,W
235016,4202.1235,N,7141.7918,W
235017,4202.1235,N,7141.7918,W
235018,4202.1235,N,7141.7918,W
235019,4202.1235,N,7141.7918,W
235020,4202.1235,N,7141.7918,W
235021,4202.1235,N,7141.7918,W
235022,4202.1235,N,7141.7918,W
235023,4202.1235,N,7141.7918,W
235024,4202.1235,N,7141.7918,W
235025,4202.1235,N,7141.7918,W
235026,4202.1235,N,7141.7918,W
235027,4202.1235,N,7141.7918,W
235028,4202.1235,N,7141.7918,W
235029,4202.1235,N,7141.7918,W
235030,4202.1235,N,7141.7918,W
235031,4202.1235,N,7141.7918,W
235032,4202.1235,N,7141.7918,W
235033,4202.1235,N,7141.7918,W
235034,4202.1235,N,7141.7918,W
235035,4202.1235,N,7141.7918,W
235036,4202.1235,N,7141.7918,W
235037,4202.1235,N,7141.7918,W
235038,4202.1234,N,7141.7918,W
235039,4202.1234,N,7141.7918,W
235040,4202.1234,N,7141.7918,W
235041,4202.1234,N,7141.7918,W
235042,4202.1234,N,7141.7918,W
235043,4202.1234,N,7141.7918,W
235044,4202.1234,N,7141.7918,W
235045,4202.1234,N,7141.7918,W
235046,4202.1234,N,7141.7918,W
235047,4202.1234,N,7141.7918,W
235048,4202.1234,N,7141.7918,W
235049,4202.1234,N,7141.7918,W
235050,4202.1234,N,7141.7918,W
235051,4202.1234,N,7141.7918,W
235052,4202.1234,N,7141.7918,W
235053,4202.1234,N,7141.7918,W
235054,4202.1234,N,7141.7918,W
235055,4202.1234,N,7141.7918,W
235056,4202.1234,N,7141.7918,W
235057,4202.1234,N,7141.7918,W
235058,4202.1234,N,7141.7918,W
235059,4202.1234,N,7141.7918,W
235100,4202.1234,N,7141.7918,W
235101,4202.1234,N,7141.7918,W
235102,4202.1234,N,7141.7918,W
235103,4202.1234,N,7141.7918,W
235104,4202.1234,N,7141.7918,W
235105,4202.1234,N,7141.7918,W
235106,4202.1234,N,7141.7918,W
235107,4202.1234,N,7141.7918,W
235108,4202.1234,N,7141.7918,W
235109,4202.1234,N,7141.7918,W
235110,4202.1234,N,7141.7918,W
235111,4202.1234,N,7141.7918,W
235112,4202.1234,N,7141.7918,W
235113,4202.1234,N,7141.7918,W
235114,4202.1234,N,7141.7918,W
235115,4202.1234,N,7141.7917,W
235116,4202.1234,N,7141.7917,W
235117,4202.1234,N,7141.7917,W
235118,4202.1234,N,7141.7917,W
235119,4202.1234,N,7141.7917,W
235120,4202.1234,N,7141.7917,W
235121,4202.1234,N,7141.7917,W
235122,4202.1234,N,7141.7917,W
235123,4202.1234,N,7141.7917,W
235124,4202.1234,N,7141.7917,W
235125,4202.1234,N,7141.7917,W
235126,4202.1234,N,7141.7917,W
235127,4202.1234,N,7141.7917,W
235128,4202.1234,N,7141.7917,W
235129,4202.1234,N,7141.7917,W
235130,4202.1234,N,7141.7917,W
235131,4202.1234,N,7141.7917,W
235132,4202.1234,N,7141.7917,W
235133,4202.1234,N,7141.7917,W
235134,4202.1234,N,7141.7917,W
235135,4202.1234,N,7141.7917,W
235136,4202.1234,N,7141.7917,W
235137,4202.1234,N,7141.7917,W
235138,4202.1234,N,7141.7917,W
235139,4202.1234,N,7141.7917,W
235140,4202.1234,N,7141.7917,W
235141,4202.1234,N,7141.7917,W
235142,4202.1234,N,7141.7917,W
235143,4202.1234,N,7141.7917,W
235144,4202.1234,N,7141.7917,W
235145,4202.1234,N,7141.7917,W
235146,4202.1234,N,7141.7917,W
235147,4202.1234,N,7141.7917,W
235148,4202.1234,N,7141.7917,W
235149,4202.1234,N,7141.7917,W
235150,4202.1234,N,7141.7917,W
235151,4202.1234,N,7141.7917,W
235152,4202.1234,N,7141.7917,W
235153,4202.1234,N,7141.7917,W
235154,4202.1234,N,7141.7917,W
235155,4202.1234,N,7141.7917,W
235156,4202.1234,N,7141.7917,W
235157,4202.1234,N,7141.7917,W
235158,4202.1234,N,7141.7917,W
235159,4202.1234,N,7141.7917,W
235200,4202.1234,N,7141.7917,W
235201,4202.1234,N,7141.7917,W
235202,4202.1234,N,7141.7917,W
235203,4202.1234,N,7141.7917,W
235204,4202.1234,N,7141.7917,W
235205,4202.1234,N,7141.7917,W
235206,4202.1234,N,7141.7917,W
235207,4202.1234,N,7141.7917,W
235208,4202.1234,N,7141.7917,W
235209,4202.1234,N,7141.7917,W
235210,4202.1234,N,7141.7917,W
235211,4202.1234,N,7141.7917,W
235212,4202.1234,N,7141.7917,W
235213,4202.1234,N,7141.7917,W
235214,4202.1234,N,7141.7917,W
235215,4202.1234,N,7141.7917,W
235216,4202.1234,N,7141.7917,W
235217,4202.1234,N,7141.7917,W
235218,4202.1234,N,7141.7917,W
235219,4202.1234,N,7141.7917,W
235220,4202.1234,N,7141.7917,W
235221,4202.1234,N,7141.7917,W
235222,4202.1234,N,7141.7917,W
235223,4202.1234,N,7141.7917,W
235224,4202.1234,N,7141.7917,W
235225,4202.1234,N,7141.7917,W
235226,4202.1234,N,7141.7917,W
235227,4202.1234,N,7141.7917,W
235228,4202.1234,N,7141.7917,W
235229,4202.1234,N,7141.7917,W
235230,4202.1234,N,7141.7917,W
235231,4202.1234,N,7141.7917,W
235232,4202.1234,N,7141.7917,W
235233,4202.1234,N,7141.7917,W
235234,4202.1234,N,7141.7917,W
235235,4202.1234,N,7141.7917,W
235236,4202.1234,N,7141.7917,W
