Time,Latitude,,Longitude,
235237,4202.1234,N,7141.7917,W
235238,4202.1234,N,7141.7917,W
235239,4202.1234,N,7141.7917,W
235240,4202.1234,N,7141.7917,W
235241,4202.1234,N,7141.7917,W
235242,4202.1234,N,7141.7917,W
235243,4202.1234,N,7141.7917,W
235244,4202.1234,N,7141.7917,W
235245,4202.1234,N,7141.7917,W
235246,4202.1234,N,7141.7917,W
235247,4202.1234,N,7141.7917,W
235248,4202.1234,N,7141.7917,W
235249,4202.1234,N,7141.7917,W
235250,4202.1234,N,7141.7917,W
235251,4202.1234,N,7141.7917,W
235252,4202.1234,N,7141.7917,W
235253,4202.1234,N,7141.7917,W
235254,4202.1234,N,7141.7917,W
235255,4202.1234,N,7141.7917,W
235256,4202.1234,N,7141.7917,W
235257,4202.1234,N,7141.7917,W
235258,4202.1234,N,7141.7917,W
235259,4202.1234,N,7141.7917,W
235300,4202.1233,N,7141.7917,W
235301,4202.1233,N,7141.7917,W
235302,4202.1233,N,7141.7917,W
235303,4202.1233,N,7141.7917,W
235304,4202.1233,N,7141.7917,W
235305,4202.1233,N,7141.7917,W
235306,4202.1233,N,7141.7917,W
235307,4202.1233,N,7141.7917,W
235308,4202.1233,N,7141.7917,W
235309,4202.1233,N,7141.7917,W
235310,4202.1233,N,7141.7917,W
235311,4202.1233,N,7141.7917,W
235312,4202.1233,N,7141.7917,W
235313,4202.1233,N,7141.7917,W
235314,4202.1233,N,7141.7917,W
235315,4202.1233,N,7141.7917,W
235316,4202.1233,N,7141.7917,W
235317,4202.1233,N,7141.7917,W
235318,4202.1233,N,7141.7917,W
235319,4202.1233,N,7141.7917,W
235320,4202.1233,N,7141.7917,W
235321,4202.1233,N,7141.7917,W
235322,4202.1233,N,7141.7917,W
235323,4202.1233,N,7141.7917,W
235324,4202.1233,N,7141.7917,W
235325,4202.1233,N,7141.7917,W
235326,4202.1233,N,7141.7917,W
235327,4202.1233,N,7141.7917,W
235328,4202.1233,N,7141.7917,W
235329,4202.1233,N,7141.7917,W
235330,4202.1233,N,7141.7917,W
235331,4202.1233,N,7141.7917,W
235332,4202.1233,N,7141.7917,W
235333,4202.1233,N,7141.7917,W
235334,4202.1233,N,7141.7917,W
235335,4202.1233,N,7141.7917,W
235336,4202.1233,N,7141.7917,W
235337,4202.1233,N,7141.7917,W
235338,4202.1233,N,7141.7917,W
235339,4202.1233,N,7141.7917,W
235340,4202.1233,N,7141.7917,W
235341,4202.1233,N,7141.7917,W
235342,4202.1233,N,7141.7917,W
235343,4202.1233,N,7141.7917,W
235344,4202.1233,N,7141.7917,W
235345,4202.1233,N,7141.7917,W
235346,4202.1233,N,7141.7917,W
235347,4202.1233,N,7141.7917,W
235348,4202.1233,N,7141.7917,W
235349,4202.1233,N,7141.7917,W
235350,4202.1233,N,7141.7917,W
235351,4202.1233,N,7141.7917,W
235352,4202.1233,N,7141.7917,W
235353,4202.1233,N,7141.7917,W
235354,4202.1233,N,7141.7917,W
235355,4202.1233,N,7141.7917,W
235356,4202.1233,N,7141.7917,W
235357,4202.1233,N,7141.7917,W
235358,4202.1233,N,7141.7917,W
235359,4202.1233,N,7141.7917,W
235400,4202.1233,N,7141.7917,W
235401,4202.1233,N,7141.7917,W
235402,4202.1233,N,7141.7917,W
235403,4202.1233,N,7141.7917,W
235404,4202.1233,N,7141.7917,W
235405,4202.1233,N,7141.7917,W
235406,4202.1233,N,7141.7917,W
235407,4202.1233,N,7141.7917,W
235408,4202.1233,N,7141.7917,W
235409,4202.1233,N,7141.7917,W
235410,4202.1233,N,7141.7917,W
235411,4202.1233,N,7141.7917,W
235412,4202.1233,N,7141.7917,W
235413,4202.1233,N,7141.7917,W
235414,4202.1233,N,7141.7917,W
235415,4202.1233,N,7141.7917,W
235416,4202.1233,N,7141.7917,W
235417,4202.1233,N,7141.7917,W
235418,4202.1233,N,7141.7917,W
235419,4202.1233,N,7141.7917,W
235420,4202.1233,N,7141.7917,W
235421,4202.1233,N,7141.7917,W
235422,4202.1233,N,7141.7917,W
235423,4202.1233,N,7141.7917,W
235424,4202.1233,N,7141.7917,W
235425,4202.1233,N,7141.7917,W
235426,4202.1233,N,7141.7917,W
235427,4202.1233,N,7141.7917,W
235428,4202.1233,N,7141.7917,W
235429,4202.1233,N,7141.7917,W
235430,4202.1233,N,7141.7917,W
235431,4202.1233,N,7141.7916,W
235432,4202.1233,N,7141.7916,W
235433,4202.1233,N,7141.7916,W
235434,4202.1233,N,7141.7916,W
235435,4202.1233,N,7141.7916,W
235436,4202.1233,N,7141.7916,W
235437,4202.1233,N,7141.7916,W
235438,4202.1233,N,7141.7916,W
235439,4202.1233,N,7141.7916,W
235440,4202.1233,N,7141.7916,W
235441,4202.1233,N,7141.7916,W
235442,4202.1233,N,7141.7916,W
235443,4202.1233,N,7141.7916,W
235444,4202.1233,N,7141.7916,W
235445,4202.1233,N,7141.7916,W
235446,4202.1233,N,7141.7916,W
235447,4202.1233,N,7141.7916,W
235448,4202.1233,N,7141.7916,W
235449,4202.1233,N,7141.7916,W
235450,4202.1233,N,7141.7916,W
235451,4202.1233,N,7141.7916,W
235452,4202.1233,N,7141.7916,W
235453,4202.1233,N,7141.7916,W
235454,4202.1233,N,7141.7916,W
235455,4202.1233,N,7141.7916,W
235456,4202.1233,N,7141.7916,W
235457,4202.1233,N,7141.7916,W
235458,4202.1233,N,7141.7916,W
235459,4202.1233,N,7141.7916,W
235500,4202.1233,N,7141.7916,W
235501,4202.1233,N,7141.7916,W
235502,4202.1233,N,7141.7916,W
235503,4202.1233,N,7141.7916,W
235504,4202.1233,N,7141.7916,W
235505,4202.1233,N,7141.7916,W
235506,4202.1233,N,7141.7916,W
235507,4202.1233,N,7141.7916,W
235508,4202.1233,N,7141.7916,W
235509,4202.1233,N,7141.7916,W
235510,4202.1233,N,7141.7916,W
235511,4202.1233,N,7141.7916,W
235512,4202.1233,N,7141.7916,W
235513,4202.1233,N,7141.7916,W
235514,4202.1233,N,7141.7916,W
235515,4202.1233,N,7141.7916,W
235516,4202.1233,N,7141.7916,W
235517,4202.1233,N,7141.7916,W
235518,4202.1233,N,7141.7916,W
235519,4202.1233,N,7141.7916,W
235520,4202.1233,N,7141.7916,W
235521,4202.1233,N,7141.7916,W
235522,4202.1233,N,7141.7916,W
235523,4202.1233,N,7141.7916,W
235524,4202.1233,N,7141.7916,W
235525,4202.1233,N,7141.7916,W
235526,4202.1233,N,7141.7916,W
235527,4202.1233,N,7141.7916,W
235528,4202.1233,N,7141.7916,W
235529,4202.1233,N,7141.7916,W
235530,4202.1233,N,7141.7916,W
235531,4202.1232,N,7141.7916,W
235532,4202.1232,N,7141.7916,W
235533,4202.1233,N,7141.7916,W
235534,4202.1233,N,7141.7916,W
235535,4202.1233,N,7141.7916,W
235536,4202.1232,N,7141.7916,W
235537,4202.1232,N,7141.7916,W
235538,4202.1232,N,7141.7916,W
235539,4202.1232,N,7141.7916,W
235540,4202.1232,N,7141.7916,W
235541,4202.1232,N,7141.7916,W
235542,4202.1232,N,7141.7916,W
235543,4202.1232,N,7141.7916,W
235544,4202.1232,N,7141.7916,W
235545,4202.1232,N,7141.7916,W
235546,4202.1232,N,7141.7916,W
235547,4202.1232,N,7141.7916,W
235548,4202.1232,N,7141.7916,W
235549,4202.1232,N,7141.7916,W
235550,4202.1232,N,7141.7916,W
235551,4202.1232,N,7141.7916,W
235552,4202.1232,N,7141.7916,W
235553,4202.1232,N,7141.7916,W
235554,4202.1232,N,7141.7916,W
235555,4202.1232,N,7141.7916,W
235556,4202.1232,N,7141.7916,W
235557,4202.1232,N,7141.7916,W
235558,4202.1232,N,7141.7916,W
235559,4202.1232,N,7141.7916,W
235600,4202.1232,N,7141.7916,W
235601,4202.1232,N,7141.7916,W
235602,4202.1232,N,7141.7916,W
235603,4202.1232,N,7141.7916,W
235604,4202.1232,N,7141.7916,W
235605,4202.1232,N,7141.7916,W
235606,4202.1232,N,7141.7916,W
235607,4202.1232,N,7141.7916,W
235608,4202.1232,N,7141.7916,W
235609,4202.1232,N,7141.7916,W
235610,4202.1232,N,7141.7916,W
235611,4202.1232,N,7141.7916,W
235612,4202.1232,N,7141.7916,W
235613,4202.1232,N,7141.7916,W
235614,4202.1232,N,7141.7916,W
235615,4202.1232,N,7141.7916,W
235616,4202.1232,N,7141.7916,W
235617,4202.1232,N,7141.7916,W
235618,4202.1232,N,7141.7916,W
235619,4202.1232,N,7141.7916,W
235620,4202.1232,N,7141.7916,W
235621,4202.1232,N,7141.7916,W
235622,4202.1232,N,7141.7916,W
235623,4202.1232,N,7141.7916,W
235624,4202.1232,N,7141.7916,W
235625,4202.1232,N,7141.7916,W
235626,4202.1232,N,7141.7916,W
235627,4202.1232,N,7141.7916,W
235628,4202.1232,N,7141.7916,W
235629,4202.1232,N,7141.7916,W
235630,4202.1232,N,7141.7916,W
235631,4202.1232,N,7141.7916,W
235632,4202.1232,N,7141.7916,W
235633,4202.1232,N,7141.7916,W
235634,4202.1232,N,7141.7916,W
235635,4202.1232,N,7141.7916,W
235636,4202.1232,N,7141.7916,W
235637,4202.1232,N,7141.7916,W
235638,4202.1232,N,7141.7916,W
235639,4202.1232,N,7141.7916,W
235640,4202.1232,N,7141.7916,W
235641,4202.1232,N,7141.7916,W
235642,4202.1232,N,7141.7916,W
235643,4202.1232,N,7141.7916,W
235644,4202.1232,N,7141.7916,W
235645,4202.1232,N,7141.7916,W
235646,4202.1232,N,7141.7916,W
235647,4202.1232,N,7141.7916,W
235648,4202.1232,N,7141.7916,W
235649,4202.1232,N,7141.7916,W
235650,4202.1232,N,7141.7916,W
235651,4202.1232,N,7141.7916,W
235652,4202.1232,N,7141.7916,W
235653,4202.1232,N,7141.7916,W
235654,4202.1232,N,7141.7916,W
235655,4202.1232,N,7141.7916,W
235656,4202.1232,N,7141.7916,W
235657,4202.1232,N,7141.7916,W
235658,4202.1232,N,7141.7916,W
235659,4202.1232,N,7141.7916,W
235700,4202.1232,N,7141.7916,W
235701,4202.1232,N,7141.7916,W
235702,4202.1232,N,7141.7916,W
235703,4202.1232,N,7141.7916,W
235704,4202.1232,N,7141.7916,W
235705,4202.1232,N,7141.7916,W
235706,4202.1232,N,7141.7916,W
235707,4202.1232,N,7141.7916,W
235708,4202.1232,N,7141.7916,W
235709,4202.1232,N,7141.7916,W
235710,4202.1232,N,7141.7916,W
235711,4202.1232,N,7141.7916,W
235712,4202.1232,N,7141.7916,W
235713,4202.1232,N,7141.7916,W
235714,4202.1232,N,7141.7916,W
235715,4202.1232,N,7141.7916,W
235716,4202.1232,N,7141.7916,W
235717,4202.1232,N,7141.7916,W
235718,4202.1232,N,7141.7916,W
235719,4202.1232,N,7141.7916,W
235720,4202.1232,N,7141.7916,W
235721,4202.1232,N,7141.7916,W
235722,4202.1232,N,7141.7916,W
235723,4202.1232,N,7141.7916,W
235724,4202.1232,N,7141.7916,W
235725,4202.1232,N,7141.7916,W
235726,4202.1232,N,7141.7916,W
235727,4202.1232,N,7141.7916,W
235728,4202.1232,N,7141.7916,W
235729,4202.1232,N,7141.7916,W
235730,4202.1232,N,7141.7916,W
235731,4202.1232,N,7141.7916,W
235732,4202.1232,N,7141.7916,W
235733,4202.1232,N,7141.7916,W
235734,4202.1232,N,7141.7916,W
235735,4202.1232,N,7141.7916,W
235736,4202.1232,N,7141.7916,W
235737,4202.1232,N,7141.7916,W
235738,4202.1232,N,7141.7916,W
235739,4202.1232,N,7141.7916,W
235740,4202.1232,N,7141.7916,W
235741,4202.1232,N,7141.7916,W
235742,4202.1232,N,7141.7916,W
235743,4202.1232,N,7141.7916,W
235744,4202.1232,N,7141.7916,W
235745,4202.1232,N,7141.7916,W
235746,4202.1232,N,7141.7916,W
235747,4202.1232,N,7141.7916,W
235748,4202.1232,N,7141.7916,W
235749,4202.1232,N,7141.7916,W
235750,4202.1232,N,7141.7916,W
235751,4202.1232,N,7141.7916,W
235752,4202.1232,N,7141.7916,W
235753,4202.1232,N,7141.7916,W
235754,4202.1232,N,7141.7916,W
235755,4202.1232,N,7141.7916,W
235756,4202.1232,N,7141.7916,W
235757,4202.1232,N,7141.7916,W
235758,4202.1232,N,7141.7916,W
235759,4202.1232,N,7141.7916,W
235800,4202.1232,N,7141.7916,W
235801,4202.1232,N,7141.7916,W
235802,4202.1232,N,7141.7916,W
235803,4202.1232,N,7141.7916,W
235804,4202.1232,N,7141.7916,W
235805,4202.1232,N,7141.7916,W
235806,4202.1232,N,7141.7916,W
235807,4202.1232,N,7141.7916,W
235808,4202.1232,N,7141.7916,W
235809,4202.1232,N,7141.7916,W
235810,4202.1232,N,7141.7916,W
235811,4202.1232,N,7141.7916,W
235812,4202.1232,N,7141.7916,W
235813,4202.1232,N,7141.7916,W
235814,4202.1232,N,7141.7916,W
235815,4202.1232,N,7141.7916,W
235816,4202.1232,N,7141.7916,W
235817,4202.1232,N,7141.7916,W
235818,4202.1232,N,7141.7916,W
235819,4202.1232,N,7141.7916,W
235820,4202.1232,N,7141.7916,W
235821,4202.1232,N,7141.7916,W
235822,4202.1232,N,7141.7916,W
235823,4202.1232,N,7141.7916,W
235824,4202.1232,N,7141.7916,W
235825,4202.1232,N,7141.7916,W
235826,4202.1232,N,7141.7916,W
235827,4202.1232,N,7141.7916,W
235828,4202.1232,N,7141.7916,W
235829,4202.1232,N,7141.7916,W
235830,4202.1232,N,7141.7916,W
235831,4202.1232,N,7141.7916,W
235832,4202.1232,N,7141.7916,W
235833,4202.1232,N,7141.7916,W
235834,4202.1232,N,7141.7916,W
235835,4202.1232,N,7141.7916,W
235836,4202.1232,N,7141.7916,W
235837,4202.1232,N,7141.7916,W
235838,4202.1232,N,7141.7916,W
235839,4202.1232,N,7141.7916,W
235840,4202.1232,N,7141.7916,W
235841,4202.1232,N,7141.7916,W
235842,4202.1232,N,7141.7916,W
235843,4202.1232,N,7141.7916,W
235844,4202.1232,N,7141.7916,W
235845,4202.1232,N,7141.7916,W
235846,4202.1232,N,7141.7916,W
235847,4202.1232,N,7141.7916,W
235848,4202.1232,N,7141.7916,W
235849,4202.1232,N,7141.7916,W
235850,4202.1232,N,7141.7916,W
235851,4202.1232,N,7141.7916,W
235852,4202.1232,N,7141.7916,W
235853,4202.1232,N,7141.7916,W
235854,4202.1232,N,7141.7916,W
235855,4202.1232,N,7141.7916,W
235856,4202.1232,N,7141.7916,W
235857,4202.1232,N,7141.7916,W
235858,4202.1232,N,7141.7916,W
235859,4202.1232,N,7141.7916,W
235900,4202.1232,N,7141.7916,W
235901,4202.1232,N,7141.7916,W
235902,4202.1232,N,7141.7916,W
235903,4202.1232,N,7141.7916,W
235904,4202.1232,N,7141.7916,W
235905,4202.1232,N,7141.7916,W
235906,4202.1232,N,7141.7916,W
235907,4202.1232,N,7141.7916,W
235908,4202.1232,N,7141.7916,W
235909,4202.1232,N,7141.7916,W
235910,4202.1232,N,7141.7916,W
235911,4202.1232,N,7141.7916,W
235912,4202.1232,N,7141.7916,W
235913,4202.1232,N,7141.7916,W
235914,4202.1232,N,7141.7916,W
235915,4202.1232,N,7141.7916,W
235916,4202.1232,N,7141.7916,W
235917,4202.1232,N,7141.7916,W
235918,4202.1232,N,7141.7916,W
235919,4202.1232,N,7141.7916,W
235920,4202.1232,N,7141.7916,W
235921,4202.1232,N,7141.7916,W
235922,4202.1232,N,7141.7916,W
235923,4202.1232,N,7141.7916,W
235924,4202.1232,N,7141.7916,W
235925,4202.1232,N,7141.7916,W
235926,4202.1232,N,7141.7915,W
235927,4202.1232,N,7141.7915,W
235928,4202.1232,N,7141.7915,W
235929,4202.1232,N,7141.7915,W
235930,4202.1232,N,7141.7915,W
235931,4202.1232,N,7141.7915,W
235932,4202.1232,N,7141.7915,W
235933,4202.1232,N,7141.7915,W
235934,4202.1232,N,7141.7915,W
235935,4202.1232,N,7141.7915,W
235936,4202.1232,N,7141.7915,W
235937,4202.1232,N,7141.7915,W
235938,4202.1232,N,7141.7915,W
235939,4202.1232,N,7141.7915,W
235940,4202.1232,N,7141.7915,W
235941,4202.1232,N,7141.7915,W
235942,4202.1232,N,7141.7915,W
235943,4202.1232,N,7141.7915,W
235944,4202.1232,N,7141.7915,W
235945,4202.1232,N,7141.7915,W
235946,4202.1232,N,7141.7915,W
235947,4202.1232,N,7141.7915,W
235948,4202.1232,N,7141.7915,W
235949,4202.1232,N,7141.7915,W
235950,4202.1232,N,7141.7915,W
235951,4202.1232,N,7141.7915,W
235952,4202.1232,N,7141.7915,W
235953,4202.1232,N,7141.7915,W
235954,4202.1232,N,7141.7915,W
235955,4202.1232,N,7141.7915,W
235956,4202.1232,N,7141.7915,W
235957,4202.1232,N,7141.7915,W
235958,4202.1232,N,7141.7915,W
235959,4202.1232,N,7141.7915,W
0,4202.1232,N,7141.7915,W
1,4202.1232,N,7141.7915,W
2,4202.1232,N,7141.7915,W
3,4202.1232,N,7141.7915,W
4,4202.1232,N,7141.7915,W
5,4202.1232,N,7141.7915,W
6,4202.1232,N,7141.7915,W
7,4202.1232,N,7141.7915,W
8,4202.1232,N,7141.7915,W
9,4202.1232,N,7141.7915,W
10,4202.1232,N,7141.7915,W
11,4202.1232,N,7141.7915,W
12,4202.1232,N,7141.7915,W
13,4202.1232,N,7141.7915,W
14,4202.1232,N,7141.7915,W
15,4202.1232,N,7141.7915,W
16,4202.1232,N,7141.7915,W
17,4202.1232,N,7141.7915,W
18,4202.1232,N,7141.7915,W
19,4202.1232,N,7141.7915,W
20,4202.1232,N,7141.7915,W
21,4202.1232,N,7141.7915,W
22,4202.1232,N,7141.7915,W
23,4202.1231,N,7141.7915,W
24,4202.1231,N,7141.7915,W
25,4202.1231,N,7141.7915,W
26,4202.1231,N,7141.7915,W
27,4202.1231,N,7141.7915,W
28,4202.1231,N,7141.7915,W
29,4202.1231,N,7141.7915,W
30,4202.1231,N,7141.7915,W
31,4202.1231,N,7141.7915,W
32,4202.1231,N,7141.7915,W
33,4202.1231,N,7141.7915,W
34,4202.1231,N,7141.7915,W
35,4202.1231,N,7141.7915,W
36,4202.1231,N,7141.7915,W
37,4202.1231,N,7141.7915,W
38,4202.1231,N,7141.7915,W
39,4202.1231,N,7141.7915,W
40,4202.1231,N,7141.7915,W
41,4202.1231,N,7141.7915,W
42,4202.1231,N,7141.7915,W
43,4202.1231,N,7141.7915,W
44,4202.1231,N,7141.7915,W
45,4202.1231,N,7141.7915,W
46,4202.1231,N,7141.7915,W
47,4202.1231,N,7141.7915,W
48,4202.1231,N,7141.7915,W
49,4202.1231,N,7141.7915,W
50,4202.1231,N,7141.7915,W
51,4202.1231,N,7141.7915,W
52,4202.1231,N,7141.7915,W
53,4202.1231,N,7141.7915,W
54,4202.1231,N,7141.7915,W
55,4202.1231,N,7141.7915,W
56,4202.1231,N,7141.7915,W
57,4202.1231,N,7141.7915,W
58,4202.1231,N,7141.7915,W
59,4202.1231,N,7141.7915,W
100,4202.1231,N,7141.7915,W
101,4202.1231,N,7141.7915,W
102,4202.1231,N,7141.7915,W
103,4202.1231,N,7141.7915,W
104,4202.1231,N,7141.7915,W
105,4202.1231,N,7141.7915,W
106,4202.1231,N,7141.7915,W
107,4202.1231,N,7141.7915,W
108,4202.1231,N,7141.7915,W
109,4202.1231,N,7141.7915,W
110,4202.1231,N,7141.7915,W
111,4202.1231,N,7141.7915,W
112,4202.1231,N,7141.7915,W
113,4202.1231,N,7141.7915,W
114,4202.1231,N,7141.7915,W
115,4202.1231,N,7141.7915,W
116,4202.1231,N,7141.7915,W
117,4202.1231,N,7141.7915,W
118,4202.1231,N,7141.7915,W
119,4202.1231,N,7141.7915,W
120,4202.1231,N,7141.7915,W
121,4202.1231,N,7141.7915,W
122,4202.1231,N,7141.7915,W
123,4202.1231,N,7141.7915,W
124,4202.1231,N,7141.7915,W
125,4202.1231,N,7141.7915,W
126,4202.1231,N,7141.7915,W
127,4202.1231,N,7141.7915,W
128,4202.1231,N,7141.7915,W
129,4202.1231,N,7141.7915,W
130,4202.1231,N,7141.7915,W
131,4202.1231,N,7141.7915,W
132,4202.1231,N,7141.7915,W
133,4202.1231,N,7141.7915,W
134,4202.1231,N,7141.7915,W
135,4202.1231,N,7141.7915,W
136,4202.1231,N,7141.7915,W
137,4202.1231,N,7141.7915,W
138,4202.1231,N,7141.7915,W
139,4202.1231,N,7141.7915,W
140,4202.1231,N,7141.7915,W
141,4202.1231,N,7141.7915,W
142,4202.1231,N,7141.7915,W
143,4202.1231,N,7141.7915,W
144,4202.1231,N,7141.7915,W
145,4202.1231,N,7141.7915,W
146,4202.1231,N,7141.7915,W
147,4202.1231,N,7141.7915,W
148,4202.1231,N,7141.7915,W
149,4202.1231,N,7141.7915,W
150,4202.1231,N,7141.7915,W
151,4202.1231,N,7141.7915,W
152,4202.1231,N,7141.7915,W
153,4202.1231,N,7141.7915,W
154,4202.1231,N,7141.7915,W
155,4202.1231,N,7141.7915,W
156,4202.1231,N,7141.7915,W
157,4202.1231,N,7141.7915,W
158,4202.1231,N,7141.7915,W
159,4202.1231,N,7141.7915,W
200,4202.1231,N,7141.7915,W
201,4202.1231,N,7141.7915,W
202,4202.1231,N,7141.7915,W
203,4202.1231,N,7141.7915,W
204,4202.1231,N,7141.7915,W
205,4202.1231,N,7141.7915,W
206,4202.1231,N,7141.7915,W
207,4202.1231,N,7141.7915,W
208,4202.1231,N,7141.7915,W
209,4202.1231,N,7141.7915,W
210,4202.1231,N,7141.7915,W
211,4202.1231,N,7141.7915,W
212,4202.1231,N,7141.7915,W
213,4202.1231,N,7141.7915,W
214,4202.1231,N,7141.7915,W
215,4202.1231,N,7141.7915,W
216,4202.1231,N,7141.7915,W
217,4202.1231,N,7141.7915,W
218,4202.1231,N,7141.7915,W
219,4202.1231,N,7141.7915,W
220,4202.1231,N,7141.7915,W
221,4202.1231,N,7141.7915,W
222,4202.1231,N,7141.7915,W
223,4202.1231,N,7141.7915,W
224,4202.1231,N,7141.7915,W
225,4202.1231,N,7141.7915,W
226,4202.1231,N,7141.7915,W
227,4202.1231,N,7141.7915,W
228,4202.1231,N,7141.7915,W
229,4202.1231,N,7141.7915,W
230,4202.1231,N,7141.7915,W
231,4202.1231,N,7141.7915,W
232,4202.1231,N,7141.7915,W
233,4202.1231,N,7141.7915,W
234,4202.1231,N,7141.7915,W
235,4202.1231,N,7141.7915,W
236,4202.1231,N,7141.7915,W
237,4202.1231,N,7141.7915,W
238,4202.1231,N,7141.7915,W
239,4202.1231,N,7141.7915,W
240,4202.1231,N,7141.7915,W
241,4202.1231,N,7141.7915,W
242,4202.1231,N,7141.7915,W
243,4202.1231,N,7141.7915,W
244,4202.1231,N,7141.7915,W
245,4202.1231,N,7141.7915,W
246,4202.1231,N,7141.7915,W
247,4202.1231,N,7141.7915,W
248,4202.1231,N,7141.7915,W
249,4202.1231,N,7141.7915,W
250,4202.1231,N,7141.7915,W
251,4202.1231,N,7141.7915,W
252,4202.1231,N,7141.7915,W
253,4202.1231,N,7141.7915,W
254,4202.1231,N,7141.7915,W
255,4202.1231,N,7141.7915,W
256,4202.1231,N,7141.7915,W
257,4202.1231,N,7141.7915,W
258,4202.1231,N,7141.7915,W
259,4202.1231,N,7141.7915,W
300,4202.1231,N,7141.7915,W
301,4202.1231,N,7141.7915,W
302,4202.1231,N,7141.7915,W
303,4202.1231,N,7141.7915,W
304,4202.1231,N,7141.7915,W
305,4202.1231,N,7141.7915,W
306,4202.1231,N,7141.7915,W
307,4202.1231,N,7141.7915,W
308,4202.1231,N,7141.7915,W
309,4202.1231,N,7141.7915,W
310,4202.1231,N,7141.7915,W
311,4202.1231,N,7141.7915,W
312,4202.1231,N,7141.7915,W
313,4202.1231,N,7141.7915,W
314,4202.1231,N,7141.7915,W
315,4202.1231,N,7141.7915,W
316,4202.1231,N,7141.7915,W
317,4202.1231,N,7141.7915,W
318,4202.1231,N,7141.7915,W
319,4202.1231,N,7141.7915,W
320,4202.1231,N,7141.7915,W
321,4202.1231,N,7141.7915,W
322,4202.1231,N,7141.7915,W
323,4202.1231,N,7141.7915,W
324,4202.1231,N,7141.7915,W
325,4202.1231,N,7141.7915,W
326,4202.1231,N,7141.7915,W
